date,region,anom_c
1927-11,Global,-0.21762562
1927-12,Global,-0.24435425
1928-01,Global,-0.19101048
1928-02,Global,-0.13842297
1928-03,Global,-0.2817564
1928-04,Global,-0.29518986
1928-05,Global,-0.27350712
1928-06,Global,-0.25727654
1928-07,Global,-0.3569126
1928-08,Global,-0.23443413
1928-09,Global,-0.18409061
1928-10,Global,-0.26806736
1928-11,Global,-0.29245472
1928-12,Global,-0.48321533
1929-01,Global,-0.46740818
1929-02,Global,-0.5010328
1929-03,Global,-0.34816265
1929-04,Global,-0.34728336
1929-05,Global,-0.1698389
1929-06,Global,-0.13218498
1929-07,Global,-0.17637062
1929-08,Global,-0.32052422
1929-09,Global,-0.28568363
1929-10,Global,-0.30246067
1929-11,Global,-0.112187386
1929-12,Global,-0.13293457
1930-01,Global,-0.0073862076
1930-02,Global,-0.13909435
1930-03,Global,-0.29539776
1930-04,Global,-0.11834049
1930-05,Global,-0.1587305
1930-06,Global,-0.14756584
1930-07,Global,-0.3803196
1930-08,Global,-0.42144585
1930-09,Global,-0.3648157
1930-10,Global,-0.4405527
1930-11,Global,-0.48682117
1930-12,Global,-0.69418335
1931-01,Global,-0.7032175
1931-02,Global,-0.7872572
1931-03,Global,-0.6945982
1931-04,Global,-0.66777897
1931-05,Global,-0.58695316
1931-06,Global,-0.5294018
1931-07,Global,-0.6077366
1931-08,Global,-0.5481243
1931-09,Global,-0.4894495
1931-10,Global,-0.6189585
1931-11,Global,-0.44440174
1931-12,Global,-0.5136719
1932-01,Global,-0.4532175
1932-02,Global,-0.5044813
1932-03,Global,-0.75664043
1932-04,Global,-0.4749384
1932-05,Global,-0.39798832
1932-06,Global,-0.38831902
1932-07,Global,-0.40284157
1932-08,Global,-0.44036674
1932-09,Global,-0.43830204
1932-10,Global,-0.32241917
1932-11,Global,-0.29523182
1932-12,Global,-0.43173218
1933-01,Global,-0.46179295
1933-02,Global,-0.28426647
1933-03,Global,-0.26155376
1933-04,Global,-0.35079288
1933-05,Global,-0.19992924
1933-06,Global,-0.12598991
1933-07,Global,-0.24082375
1933-08,Global,-0.21298027
1933-09,Global,-0.32022953
1933-10,Global,-0.103577614
1933-11,Global,-0.2997179
1933-12,Global,-0.4302063
1934-01,Global,-0.27963352
1934-02,Global,-0.4508009
1934-03,Global,-0.37684917
1934-04,Global,-0.36013126
1934-05,Global,-0.3133936
1934-06,Global,-0.23869133
1934-07,Global,-0.21872902
1934-08,Global,-0.31213188
1934-09,Global,-0.28470707
1934-10,Global,-0.16070652
1934-11,Global,-0.1363573
1934-12,Global,-0.15719604
1935-01,Global,-0.06659031
1935-02,Global,-0.2022047
1935-03,Global,-0.35130596
1935-04,Global,-0.056664467
1935-05,Global,-0.07627201
1935-06,Global,-0.10966301
1935-07,Global,-0.17096901
1935-08,Global,-0.20528984
1935-09,Global,-0.23914433
1935-10,Global,-0.341218
1935-11,Global,-0.18414783
1935-12,Global,-0.053863525
1936-01,Global,-0.2943735
1936-02,Global,-0.33809948
1936-03,Global,-0.39223003
1936-04,Global,-0.27413273
1936-05,Global,-0.20066166
1936-06,Global,-0.19630241
1936-07,Global,-0.3447361
1936-08,Global,-0.17626762
1936-09,Global,-0.3611536
1936-10,Global,-0.21829319
1936-11,Global,-0.27496815
1936-12,Global,-0.43255615
1937-01,Global,-0.28714085
1937-02,Global,-0.25057507
1937-03,Global,-0.3529234
1937-04,Global,-0.30123234
1937-05,Global,-0.37494755
1937-06,Global,-0.14115715
1937-07,Global,-0.26056862
1937-08,Global,-0.37215996
1937-09,Global,-0.31348515
1937-10,Global,-0.44839573
1937-11,Global,-0.47772694
1937-12,Global,-0.38259888
1938-01,Global,-0.33215427
1938-02,Global,-0.38234997
1938-03,Global,-0.59187603
1938-04,Global,-0.5331354
1938-05,Global,-0.50272465
1938-06,Global,-0.36723137
1938-07,Global,-0.58478737
1938-08,Global,-0.5107708
1938-09,Global,-0.32285404
1938-10,Global,-0.48315525
1938-11,Global,-0.55151844
1938-12,Global,-0.48431396
1939-01,Global,-0.4658823
1939-02,Global,-0.6238661
1939-03,Global,-0.51555157
1939-04,Global,-0.3673334
1939-05,Global,-0.4354639
1939-06,Global,-0.4339733
1939-07,Global,-0.46665382
1939-08,Global,-0.47509575
1939-09,Global,-0.37580204
1939-10,Global,-0.36581516
1939-11,Global,-0.3868761
1939-12,Global,-0.34222412
1940-01,Global,-0.040436745
1940-02,Global,-0.055933952
1940-03,Global,-0.3251829
1940-04,Global,-0.17736149
1940-05,Global,-0.25843143
1940-06,Global,-0.22453117
1940-07,Global,-0.26703835
1940-08,Global,-0.25304985
1940-09,Global,-0.36173344
1940-10,Global,-0.4431467
1940-11,Global,-0.4544115
1940-12,Global,-0.5574341
1941-01,Global,-0.5418711
1941-02,Global,-0.48281384
1941-03,Global,-0.6883116
1941-04,Global,-0.4653864
1941-05,Global,-0.53711796
1941-06,Global,-0.45487785
1941-07,Global,-0.57554054
1941-08,Global,-0.5686321
1941-09,Global,-0.4203577
1941-10,Global,-0.39508152
1941-11,Global,-0.59509754
1941-12,Global,-0.44067383
1942-01,Global,-0.34564304
1942-02,Global,-0.37029552
1942-03,Global,-0.50249004
1942-04,Global,-0.2770319
1942-05,Global,-0.28226566
1942-06,Global,-0.3200817
1942-07,Global,-0.2775364
1942-08,Global,-0.31780815
1942-09,Global,-0.14988041
1942-10,Global,-0.27929783
1942-11,Global,-0.38449574
1942-12,Global,-0.48608398
1943-01,Global,-0.39309788
1943-02,Global,-0.62487316
1943-03,Global,-0.40977764
1943-04,Global,-0.4539423
1943-05,Global,-0.37772465
1943-06,Global,-0.37067986
1943-07,Global,-0.36078835
1943-08,Global,-0.36083794
1943-09,Global,-0.3802271
1943-10,Global,-0.3556223
1943-11,Global,-0.40796375
1943-12,Global,-0.42596436
1944-01,Global,-0.3757944
1944-02,Global,-0.45995617
1944-03,Global,-0.65025616
1944-04,Global,-0.30523014
1944-05,Global,-0.367074
1944-06,Global,-0.42829704
1944-07,Global,-0.49500465
1944-08,Global,-0.44598198
1944-09,Global,-0.53885746
1944-10,Global,-0.42712498
1944-11,Global,-0.53107166
1944-12,Global,-0.5522156
1945-01,Global,-0.6226816
1945-02,Global,-0.5589247
1945-03,Global,-0.7169676
1945-04,Global,-0.54723454
1945-05,Global,-0.4008875
1945-06,Global,-0.23634148
1945-07,Global,-0.25995827
1945-08,Global,-0.3536663
1945-09,Global,-0.34385014
1945-10,Global,-0.19049168
1945-11,Global,-0.3717699
1945-12,Global,-0.33825684
1946-01,Global,-0.1330576
1946-02,Global,-0.19512463
1946-03,Global,-0.13441753
1946-04,Global,-0.21083927
1946-05,Global,-0.16556644
1946-06,Global,-0.3285656
1946-07,Global,-0.20841408
1946-08,Global,-0.38567924
1946-09,Global,-0.34110355
1946-10,Global,-0.421113
1946-11,Global,-0.56979847
1946-12,Global,-0.54867554
1947-01,Global,-0.63317966
1947-02,Global,-0.47310925
1947-03,Global,-0.50841045
1947-04,Global,-0.47438908
1947-05,Global,-0.5203028
1947-06,Global,-0.46012688
1947-07,Global,-0.54566383
1947-08,Global,-0.5776043
1947-09,Global,-0.55518436
1947-10,Global,-0.6309824
1947-11,Global,-0.91244984
1947-12,Global,-0.9095154
1948-01,Global,-0.7395029
1948-02,Global,-0.8817396
1948-03,Global,-0.8367491
1948-04,Global,-0.83409977
1948-05,Global,-0.7719507
1948-06,Global,-0.66963005
1948-07,Global,-0.6229038
1948-08,Global,-0.7161541
1948-09,Global,-0.78067875
1948-10,Global,-0.724061
1948-11,Global,-0.8403673
1948-12,Global,-0.6314392
1949-01,Global,-0.5041208
1949-02,Global,-0.7367811
1949-03,Global,-0.5517454
1949-04,Global,-0.31102848
1949-05,Global,-0.31678104
1949-06,Global,-0.35197258
1949-07,Global,-0.36475563
1949-08,Global,-0.5654278
1949-09,Global,-0.5075464
1949-10,Global,-0.494874
1949-11,Global,-0.44089222
1949-12,Global,-0.37948608
1950-01,Global,-0.4558115
1950-02,Global,-0.70073986
1950-03,Global,-0.5921202
1950-04,Global,-0.5132685
1950-05,Global,-0.47095585
1950-06,Global,-0.37171745
1950-07,Global,-0.43342018
1950-08,Global,-0.4253521
1950-09,Global,-0.5393152
1950-10,Global,-0.48538303
1950-11,Global,-0.5941515
1950-12,Global,-0.771698
1951-01,Global,-0.5674143
1951-02,Global,-0.68581676
1951-03,Global,-0.28636456
1951-04,Global,-0.46691227
1951-05,Global,-0.41068363
1951-06,Global,-0.47627068
1951-07,Global,-0.4867344
1951-08,Global,-0.41222954
1951-09,Global,-0.34854984
1951-10,Global,-0.31671238
1951-11,Global,-0.3951769
1951-12,Global,-0.30111694
1952-01,Global,-0.10550022
1952-02,Global,-0.21966076
1952-03,Global,-0.26985455
1952-04,Global,-0.45867252
1952-05,Global,-0.4462061
1952-06,Global,-0.44648552
1952-07,Global,-0.36814308
1952-08,Global,-0.3567791
1952-09,Global,-0.39685917
1952-10,Global,-0.25973606
1952-11,Global,-0.33994007
1952-12,Global,-0.3076477
1953-01,Global,-0.3495493
1953-02,Global,-0.33870983
1953-03,Global,-0.25633526
1953-04,Global,-0.12102604
1953-05,Global,-0.21946049
1953-06,Global,-0.2592907
1953-07,Global,-0.24103737
1953-08,Global,-0.27386284
1953-09,Global,-0.26801395
1953-10,Global,-0.4065256
1953-11,Global,-0.52621937
1953-12,Global,-0.73046875
1954-01,Global,-0.6252146
1954-02,Global,-0.8249464
1954-03,Global,-0.878253
1954-04,Global,-0.515069
1954-05,Global,-0.5026636
1954-06,Global,-0.59916496
1954-07,Global,-0.5336704
1954-08,Global,-0.53951836
1954-09,Global,-0.4741907
1954-10,Global,-0.46469212
1954-11,Global,-0.36523914
1954-12,Global,-0.47979736
1955-01,Global,-0.3849802
1955-02,Global,-0.241786
1955-03,Global,-0.20891094
1955-04,Global,-0.13985538
1955-05,Global,-0.2504053
1955-06,Global,-0.24287224
1955-07,Global,-0.31409645
1955-08,Global,-0.30795097
1955-09,Global,-0.25965214
1955-10,Global,-0.40832615
1955-11,Global,-0.4787035
1955-12,Global,-0.5355835
1956-01,Global,-0.5212717
1956-02,Global,-0.35225964
1956-03,Global,-0.49605083
1956-04,Global,-0.45769596
1956-05,Global,-0.4394312
1956-06,Global,-0.45609856
1956-07,Global,-0.37760353
1956-08,Global,-0.60043144
1956-09,Global,-0.38114262
1956-10,Global,-0.3656931
1956-11,Global,-0.47406483
1956-12,Global,-0.51483154
1957-01,Global,-0.4566965
1957-02,Global,-0.7844496
1957-03,Global,-0.7820921
1957-04,Global,-0.565423
1957-05,Global,-0.6392603
1957-06,Global,-0.5547924
1957-07,Global,-0.6061497
1957-08,Global,-0.57369804
1957-09,Global,-0.4950037
1957-10,Global,-0.54724216
1957-11,Global,-0.5830431
1957-12,Global,-0.56427
1958-01,Global,-0.58435154
1958-02,Global,-0.4176283
1958-03,Global,-0.5283079
1958-04,Global,-0.3813715
1958-05,Global,-0.27341557
1958-06,Global,-0.36704826
1958-07,Global,-0.49305153
1958-08,Global,-0.31036186
1958-09,Global,-0.33939457
1958-10,Global,-0.2516489
1958-11,Global,-0.16763783
1958-12,Global,-0.1375122
1959-01,Global,0.097044945
1959-02,Global,-0.25179577
1959-03,Global,-0.32789898
1959-04,Global,0.00940609
1959-05,Global,-0.15711308
1959-06,Global,-0.17796135
1959-07,Global,-0.25666237
1959-08,Global,-0.26116753
1959-09,Global,-0.37223148
1959-10,Global,-0.35629368
1959-11,Global,-0.4663744
1959-12,Global,-0.23370361
1960-01,Global,-0.47134495
1960-02,Global,-0.462245
1960-03,Global,-0.6385374
1960-04,Global,-0.66619205
1960-05,Global,-0.64182377
1960-06,Global,-0.533247
1960-07,Global,-0.5220432
1960-08,Global,-0.5328045
1960-09,Global,-0.39835453
1960-10,Global,-0.34930515
1960-11,Global,-0.5153856
1960-12,Global,-0.46096802
1961-01,Global,-0.53277683
1961-02,Global,-0.64242077
1961-03,Global,-0.524066
1961-04,Global,-0.63982487
1961-05,Global,-0.59888554
1961-06,Global,-0.49363518
1961-07,Global,-0.5287266
1961-08,Global,-0.5059185
1961-09,Global,-0.40448856
1961-10,Global,-0.48385715
1961-11,Global,-0.5157213
1961-12,Global,-0.77456665
1962-01,Global,-0.5690012
1962-02,Global,-0.85366344
1962-03,Global,-0.64467144
1962-04,Global,-0.5574579
1962-05,Global,-0.31626225
1962-06,Global,-0.35447502
1962-07,Global,-0.52952003
1962-08,Global,-0.422575
1962-09,Global,-0.46094608
1962-10,Global,-0.3280344
1962-11,Global,-0.3681383
1962-12,Global,-0.5018616
1963-01,Global,-0.49792576
1963-02,Global,-0.58040905
1963-03,Global,-0.53007793
1963-04,Global,-0.47731876
1963-05,Global,-0.7008753
1963-06,Global,-0.43455315
1963-07,Global,-0.64258766
1963-08,Global,-0.6390972
1963-09,Global,-0.64630985
1963-10,Global,-0.50662327
1963-11,Global,-0.46591663
1963-12,Global,-0.37167358
1964-01,Global,-0.55343723
1964-02,Global,-0.6952467
1964-03,Global,-0.62001324
1964-04,Global,-0.44417667
1964-05,Global,-0.44269657
1964-06,Global,-0.55885124
1964-07,Global,-0.43931007
1964-08,Global,-0.37417412
1964-09,Global,-0.39991093
1964-10,Global,-0.3420725
1964-11,Global,-0.34805775
1964-12,Global,-0.4345703
1965-01,Global,-0.5863962
1965-02,Global,-0.5467787
1965-03,Global,-0.2544737
1965-04,Global,-0.4952631
1965-05,Global,-0.5573511
1965-06,Global,-0.5950451
1965-07,Global,-0.6184788
1965-08,Global,-0.6477337
1965-09,Global,-0.6064844
1965-10,Global,-0.52865696
1965-11,Global,-0.5889025
1965-12,Global,-0.43981934
1966-01,Global,-0.64376926
1966-02,Global,-0.4581251
1966-03,Global,-0.5353575
1966-04,Global,-0.53716373
1966-05,Global,-0.6611719
1966-06,Global,-0.7617321
1966-07,Global,-0.87604713
1966-08,Global,-0.682951
1966-09,Global,-0.70011234
1966-10,Global,-0.64880466
1966-11,Global,-0.7362108
1966-12,Global,-0.7112427
1967-01,Global,-0.6691294
1967-02,Global,-0.7037611
1967-03,Global,-0.83061504
1967-04,Global,-0.54744816
1967-05,Global,-0.5647974
1967-06,Global,-0.5528393
1967-07,Global,-0.6042576
1967-08,Global,-0.6392193
1967-09,Global,-0.5526819
1967-10,Global,-0.46524143
1967-11,Global,-0.59698963
1967-12,Global,-0.6003113
1968-01,Global,-0.51770115
1968-02,Global,-0.6655531
1968-03,Global,-0.63997173
1968-04,Global,-0.35421085
1968-05,Global,-0.53800297
1968-06,Global,-0.7271862
1968-07,Global,-0.66651344
1968-08,Global,-0.8588848
1968-09,Global,-0.83399296
1968-10,Global,-0.7566538
1968-11,Global,-0.736516
1968-12,Global,-0.7057495
1969-01,Global,-0.69793797
1969-02,Global,-0.5784559
1969-03,Global,-0.82454205
1969-04,Global,-0.8197565
1969-05,Global,-0.4852686
1969-06,Global,-0.504652
1969-07,Global,-0.54810524
1969-08,Global,-0.5326824
1969-09,Global,-0.616189
1969-10,Global,-0.61929417
1969-11,Global,-0.65399647
1969-12,Global,-0.673645
1970-01,Global,-0.5979929
1970-02,Global,-0.47835827
1970-03,Global,-0.4857359
1970-04,Global,-0.39601994
1970-05,Global,-0.47202396
1970-06,Global,-0.47239494
1970-07,Global,-0.4869175
1970-08,Global,-0.5163555
1970-09,Global,-0.53086185
1970-10,Global,-0.36477757
1970-11,Global,-0.43225574
1970-12,Global,-0.29803467
1971-01,Global,-0.19534397
1971-02,Global,0.14038563
1971-03,Global,-0.14818096
1971-04,Global,-0.19655704
1971-05,Global,-0.17908573
1971-06,Global,-0.17478752
1971-07,Global,-0.29947853
1971-08,Global,-0.43844414
1971-09,Global,-0.3324976
1971-10,Global,-0.12512302
1971-11,Global,-0.14056873
1971-12,Global,-0.34036255
1972-01,Global,-0.06250095
1972-02,Global,-0.07509899
1972-03,Global,-0.39589214
1972-04,Global,-0.35595036
1972-05,Global,-0.3521204
1972-06,Global,-0.31062126
1972-07,Global,-0.49253273
1972-08,Global,-0.5425091
1972-09,Global,-0.45761967
1972-10,Global,-0.5674753
1972-11,Global,-0.5775194
1972-12,Global,-0.6786804
1973-01,Global,-0.5761118
1973-02,Global,-0.5844984
1973-03,Global,-0.5640135
1973-04,Global,-0.5169916
1973-05,Global,-0.55674076
1973-06,Global,-0.4957714
1973-07,Global,-0.5012913
1973-08,Global,-0.6242962
1973-09,Global,-0.47058964
1973-10,Global,-0.61316013
1973-11,Global,-0.5076952
1973-12,Global,-0.42678833
1974-01,Global,-0.3717661
1974-02,Global,-0.5598707
1974-03,Global,-0.57332134
1974-04,Global,-0.28771305
1974-05,Global,-0.43415165
1974-06,Global,-0.3714428
1974-07,Global,-0.5348911
1974-08,Global,-0.52493095
1974-09,Global,-0.44019413
1974-10,Global,-0.41565037
1974-11,Global,-0.33243275
1974-12,Global,-0.48599243
1975-01,Global,-0.41653538
1975-02,Global,-0.2702589
1975-03,Global,-0.47368145
1975-04,Global,-0.32381535
1975-05,Global,-0.59281254
1975-06,Global,-0.6268139
1975-07,Global,-0.5857334
1975-08,Global,-0.6410198
1975-09,Global,-0.6114893
1975-10,Global,-0.43106174
1975-11,Global,-0.44461536
1975-12,Global,-0.43258667
1976-01,Global,-0.35107517
1976-02,Global,-0.5881605
1976-03,Global,-0.44676495
1976-04,Global,-0.34835148
1976-05,Global,-0.2331934
1976-06,Global,-0.33473015
1976-07,Global,-0.30646706
1976-08,Global,-0.44442558
1976-09,Global,-0.4679041
1976-10,Global,-0.3938303
1976-11,Global,-0.1606493
1976-12,Global,-0.3720703
1977-01,Global,-0.3269968
1977-02,Global,-0.4085951
1977-03,Global,-0.2190733
1977-04,Global,-0.16085148
1977-05,Global,-0.25101566
1977-06,Global,-0.3360119
1977-07,Global,-0.34781837
1977-08,Global,-0.33675957
1977-09,Global,-0.27500248
1977-10,Global,-0.37201023
1977-11,Global,-0.358037
1977-12,Global,-0.44348145
1978-01,Global,-0.49600315
1978-02,Global,-0.37606335
1978-03,Global,-0.42058086
1978-04,Global,-0.39589787
1978-05,Global,-0.47437382
1978-06,Global,-0.588789
1978-07,Global,-0.5530491
1978-08,Global,-0.5637493
1978-09,Global,-0.50553226
1978-10,Global,-0.4339304
1978-11,Global,-0.30481434
1978-12,Global,-0.3206787
1979-01,Global,-0.3979807
1979-02,Global,-0.27468395
1979-03,Global,-0.23124981
1979-04,Global,-0.1593256
1979-05,Global,-0.26432133
1979-06,Global,-0.36604118
1979-07,Global,-0.32157326
1979-08,Global,-0.25408745
1979-09,Global,-0.2587366
1979-10,Global,-0.3289194
1979-11,Global,-0.17691517
1979-12,Global,-0.40386963
1980-01,Global,-0.22107029
1980-02,Global,-0.29064465
1980-03,Global,-0.12980938
1980-04,Global,-0.20903873
1980-05,Global,-0.38211918
1980-06,Global,-0.33454704
1980-07,Global,-0.5011387
1980-08,Global,-0.5277996
1980-09,Global,-0.45392704
1980-10,Global,-0.32830906
1980-11,Global,-0.41473866
1980-12,Global,-0.43408203
1981-01,Global,-0.2679453
1981-02,Global,-0.30282116
1981-03,Global,-0.2758665
1981-04,Global,-0.25158024
1981-05,Global,-0.3021021
1981-06,Global,-0.21543694
1981-07,Global,-0.3351841
1981-08,Global,-0.475523
1981-09,Global,-0.34842777
1981-10,Global,-0.3182993
1981-11,Global,-0.22607899
1981-12,Global,-0.20697021
1982-01,Global,-0.33557224
1982-02,Global,-0.30260754
1982-03,Global,-0.2881651
1982-04,Global,-0.24755192
1982-05,Global,-0.17887211
1982-06,Global,-0.2896557
1982-07,Global,-0.35581398
1982-08,Global,-0.4305706
1982-09,Global,-0.3658533
1982-10,Global,-0.29483128
1982-11,Global,-0.4080553
1982-12,Global,-0.23352051
1983-01,Global,-0.26892185
1983-02,Global,-0.23632336
1983-03,Global,-0.23607159
1983-04,Global,-0.226861
1983-05,Global,-0.20557499
1983-06,Global,-0.3315258
1983-07,Global,-0.35077858
1983-08,Global,-0.37228203
1983-09,Global,-0.39023685
1983-10,Global,-0.5615854
1983-11,Global,-0.50586414
1983-12,Global,-0.4116211
1984-01,Global,-0.24334812
1984-02,Global,-0.16732311
1984-03,Global,-0.33293438
1984-04,Global,-0.21404362
1984-05,Global,-0.19443607
1984-06,Global,-0.1622448
1984-07,Global,-0.26362038
1984-08,Global,-0.39929008
1984-09,Global,-0.31888676
1984-10,Global,-0.3688364
1984-11,Global,-0.26990223
1984-12,Global,-0.11148071
1985-01,Global,-0.25454807
1985-02,Global,-0.26235485
1985-03,Global,-0.11302471
1985-04,Global,-0.24776554
1985-05,Global,-0.37793827
1985-06,Global,-0.26872063
1985-07,Global,-0.31293678
1985-08,Global,-0.23736382
1985-09,Global,-0.2567835
1985-10,Global,-0.32260227
1985-11,Global,-0.45096302
1985-12,Global,-0.40319824
1986-01,Global,-0.2690134
1986-02,Global,-0.41439342
1986-03,Global,-0.3359251
1986-04,Global,-0.35854435
1986-05,Global,-0.21091557
1986-06,Global,-0.40107536
1986-07,Global,-0.32728004
1986-08,Global,-0.29363823
1986-09,Global,-0.12802982
1986-10,Global,-0.16772556
1986-11,Global,-0.023533821
1986-12,Global,-0.22573853
1987-01,Global,-0.032349586
1987-02,Global,-0.2270155
1987-03,Global,-0.2690916
1987-04,Global,-0.19982243
1987-05,Global,-0.16544437
1987-06,Global,-0.008985519
1987-07,Global,-0.0662632
1987-08,Global,-0.079465866
1987-09,Global,-0.076851845
1987-10,Global,-0.0047311783
1987-11,Global,0.017603874
1987-12,Global,-0.042510986
1988-01,Global,0.08233547
1988-02,Global,0.10910511
1988-03,Global,-0.052996635
1988-04,Global,-0.0053339005
1988-05,Global,-0.15265751
1988-06,Global,-0.064100266
1988-07,Global,-0.038461685
1988-08,Global,-0.16888237
1988-09,Global,-0.23853397
1988-10,Global,-0.23004246
1988-11,Global,-0.24133778
1988-12,Global,-0.18753052
1989-01,Global,-0.24050999
1989-02,Global,-0.26439953
1989-03,Global,-0.011187553
1989-04,Global,-0.11953068
1989-05,Global,-0.10538578
1989-06,Global,-0.2106762
1989-07,Global,-0.17188454
1989-08,Global,-0.12490654
1989-09,Global,-0.12952518
1989-10,Global,-0.09091282
1989-11,Global,-0.115208626
1989-12,Global,0.033569336
1990-01,Global,-0.0578928
1990-02,Global,-0.054774284
1990-03,Global,-0.13475323
1990-04,Global,-0.1358881
1990-05,Global,-0.071053505
1990-06,Global,-0.24308586
1990-07,Global,-0.15772438
1990-08,Global,-0.009000778
1990-09,Global,-0.07184696
1990-10,Global,-0.07717991
1990-11,Global,0.058772087
1990-12,Global,0.06201172
1991-01,Global,0.2544241
1991-02,Global,0.30557728
1991-03,Global,0.21079731
1991-04,Global,0.2184515
1991-05,Global,0.14733028
1991-06,Global,0.1250782
1991-07,Global,0.07411766
1991-08,Global,-0.18169975
1991-09,Global,-0.07322025
1991-10,Global,-0.28421116
1991-11,Global,-0.24707508
1991-12,Global,-0.39801025
1992-01,Global,-0.35153294
1992-02,Global,-0.32073498
1992-03,Global,-0.2400999
1992-04,Global,-0.41634464
1992-05,Global,-0.49079227
1992-06,Global,-0.4247265
1992-07,Global,-0.42054176
1992-08,Global,-0.32925224
1992-09,Global,-0.38974857
1992-10,Global,-0.33145237
1992-11,Global,-0.37149525
1992-12,Global,-0.41049194
1993-01,Global,-0.45117283
1993-02,Global,-0.32750988
1993-03,Global,-0.03871441
1993-04,Global,-0.17141056
1993-05,Global,-0.20130253
1993-06,Global,-0.29096794
1993-07,Global,-0.086862564
1993-08,Global,-0.120054245
1993-09,Global,-0.057686806
1993-10,Global,0.13384914
1993-11,Global,0.11266613
1993-12,Global,0.17636108
1994-01,Global,0.09554958
1994-02,Global,-0.016932487
1994-03,Global,-0.16502666
1994-04,Global,-0.11437321
1994-05,Global,-0.20017338
1994-06,Global,-0.1539135
1994-07,Global,-0.19205666
1994-08,Global,-0.23348808
1994-09,Global,-0.32761478
1994-10,Global,-0.29376316
1994-11,Global,-0.3387499
1994-12,Global,-0.34320068
1995-01,Global,-0.3978281
1995-02,Global,-0.29571056
1995-03,Global,-0.4008665
1995-04,Global,-0.2784052
1995-05,Global,-0.20929813
1995-06,Global,-0.23399162
1995-07,Global,-0.21686745
1995-08,Global,-0.24041557
1995-09,Global,-0.20786381
1995-10,Global,-0.25158787
1995-11,Global,-0.31540394
1995-12,Global,-0.35092163
1996-01,Global,-0.23803806
1996-02,Global,-0.27141857
1996-03,Global,-0.396533
1996-04,Global,-0.25627995
1996-05,Global,-0.066781044
1996-06,Global,-0.03919792
1996-07,Global,-0.22239113
1996-08,Global,-0.1468792
1996-09,Global,-0.061715126
1996-10,Global,-0.012421608
1996-11,Global,-0.015751839
1996-12,Global,0.09463501
1997-01,Global,0.11059475
1997-02,Global,0.12866688
1997-03,Global,0.0630312
1997-04,Global,-0.07665348
1997-05,Global,-0.103310585
1997-06,Global,0.056871414
1997-07,Global,0.052511215
1997-08,Global,0.26513863
1997-09,Global,0.15932369
1997-10,Global,0.09643459
1997-11,Global,0.18487072
1997-12,Global,0.008880615
1998-01,Global,-0.010437965
1998-02,Global,0.29367542
1998-03,Global,0.17942524
1998-04,Global,0.16907406
1998-05,Global,0.07646847
1998-06,Global,0.028764725
1998-07,Global,0.006795883
1998-08,Global,0.065065384
1998-09,Global,-0.19739628
1998-10,Global,-0.21029758
1998-11,Global,-0.15359974
1998-12,Global,-0.2480774
1999-01,Global,-0.2551279
1999-02,Global,-0.042201042
1999-03,Global,-0.041552544
1999-04,Global,0.0153570175
1999-05,Global,-0.03623295
1999-06,Global,-0.05537224
1999-07,Global,0.019918442
1999-08,Global,0.032564163
1999-09,Global,0.011099815
1999-10,Global,0.013396263
1999-11,Global,0.00417614
1999-12,Global,-0.03161621
2000-01,Global,0.05248928
2000-02,Global,-0.15972424
2000-03,Global,0.046521187
2000-04,Global,-0.03331852
2000-05,Global,0.12642574
2000-06,Global,0.20167732
2000-07,Global,0.12514305
2000-08,Global,0.22332954
2000-09,Global,0.22920895
2000-10,Global,0.21551418
2000-11,Global,0.16570568
2000-12,Global,0.07147217
2001-01,Global,0.23980618
2001-02,Global,0.10663319
2001-03,Global,0.10862446
2001-04,Global,0.34723568
2001-05,Global,0.2556677
2001-06,Global,0.37001228
2001-07,Global,0.2903347
2001-08,Global,0.28717232
2001-09,Global,0.16637325
2001-10,Global,0.30728054
2001-11,Global,0.28667736
2001-12,Global,0.2677307
2002-01,Global,0.22042751
2002-02,Global,0.34061146
2002-03,Global,0.34177876
2002-04,Global,0.5141363
2002-05,Global,0.38689327
2002-06,Global,0.40052986
2002-07,Global,0.31679344
2002-08,Global,0.30777168
2002-09,Global,0.24379635
2002-10,Global,0.24386501
2002-11,Global,0.30315685
2002-12,Global,0.3057251
2003-01,Global,0.07043362
2003-02,Global,0.4661913
2003-03,Global,0.33045673
2003-04,Global,0.25015926
2003-05,Global,0.22472286
2003-06,Global,0.2648487
2003-07,Global,0.23592186
2003-08,Global,0.22851753
2003-09,Global,0.24037838
2003-10,Global,0.3094473
2003-11,Global,0.28887463
2003-12,Global,0.14559937
2004-01,Global,0.45385647
2004-02,Global,0.4257555
2004-03,Global,0.30128193
2004-04,Global,0.31799984
2004-05,Global,0.23500729
2004-06,Global,0.1608448
2004-07,Global,0.31337547
2004-08,Global,0.19781685
2004-09,Global,0.15788937
2004-10,Global,0.2966299
2004-11,Global,0.19304943
2004-12,Global,0.111572266
2005-01,Global,0.32446194
2005-02,Global,0.37994862
2005-03,Global,0.18061543
2005-04,Global,0.17206478
2005-05,Global,0.27257442
2005-06,Global,0.24757576
2005-07,Global,0.3675747
2005-08,Global,0.24783516
2005-09,Global,0.3549719
2005-10,Global,0.21185207
2005-11,Global,0.19509411
2005-12,Global,0.21386719
2006-01,Global,0.17278957
2006-02,Global,0.23898792
2006-03,Global,0.37931538
2006-04,Global,0.20639706
